x,y,theta
0.0034312712283823816,-0.007426029910009509,-0.008746495967047392
-0.001465102910684584,0.001247688224104343,-0.005289819427984925
-0.001764379675205116,-0.001392975798124522,0.0024889420910064663
-0.0070748295870632135,0.0051199171626232325,0.0012522596814869991
-0.005823632088190487,0.008653077267309513,0.012686197406280889
0.016711847940052448,0.018926662948312904,0.004019193382167677
0.02406910829853635,-0.006694608504853813,0.008690888705573226
0.049907564767731845,-0.010073965671771169,0.019791458222672958
0.05612627103647406,-0.006524030084089499,0.027605008259601077
0.0636993685722317,0.014385338884592626,0.060048894204067164
0.07814584808984218,0.02639248857616794,0.07179477857649887
0.08028608236008031,0.010613019189700788,0.08020870846975842
0.08088404553043003,0.010834435233483009,0.11173900884568695
0.06993458443911024,0.029091054988717356,0.11122350020362591
0.06345153651874234,0.02609133173815617,0.12585975372741476
0.0720806722177735,0.02046486459873766,0.13049671533311202
0.07692983578553055,0.020766192551035893,0.13247421278536958
0.0732430942170222,0.03697411774960539,0.14105582270635272
0.08086794913801992,0.04750318482369906,0.1214899381476873
0.09512968287792464,0.045373711073205585,0.12047815546743286
0.0925399522340847,0.04993830961308638,0.1119517642233153
0.08410389479022182,0.052963561252528324,0.11267646763065813
0.0957170409361637,0.050478615181516806,0.11960675512847524
0.11625106520433712,0.051071771550089066,0.12991905622547467
0.12623440252586027,0.050311118970442395,0.14828206495951518
0.13852452960882056,0.05018645716782602,0.16308237596320416
0.1245067585779764,0.047419463431831,0.17450296579768176
0.12547049242255823,0.06116695621198796,0.1888312221439461
0.12723265846489917,0.08372609102252478,0.1875347193634736
0.14382512594380026,0.08207012290188852,0.1977144702943902
0.14318807382999413,0.06332068994335466,0.22577476804447105
0.13730506276009802,0.06484648755131917,0.22708515193451742
0.14554555698485833,0.05324417487693965,0.2147054479034859
0.1536077290446415,0.054688472905471415,0.22737995776787695
0.16031351048531436,0.04471497893003646,0.24979326120116635
0.16662426032325847,0.05789417492861305,0.24810496342427998
0.17713021202058818,0.060022618460801695,0.2461770962030988
0.18129747443033692,0.05656379440852161,0.25818861151748546
0.17832575823436275,0.06280426526151371,0.271001030478162
0.17279505524553837,0.0462863330025078,0.28704908996362627
0.16496830546225671,0.05805570656385274,0.286051300545207
0.17809871895221954,0.06997067668775837,0.30788558293764695
0.19481494813858838,0.07637007691391715,0.3328238802277277
0.2069987187264499,0.08324702213190512,0.337521350991308
0.21342141636500284,0.06889372193648466,0.3468780456863505
0.2180610738480661,0.06365157241864296,0.3409237718269259
0.22575784636519194,0.06264360394881156,0.3522569541519494
0.24311351074931478,0.03050049065611312,0.34962349422557776
0.23210316148071128,0.04012780435619945,0.37367327944516354
0.23487857114087443,0.03316848913308605,0.3719093815806845
0.22861491551030316,0.01967129167187296,0.38954184791195695
0.2280463503107049,0.019082244557986214,0.41326014743759837
0.24143136259231263,-0.0015023417365324573,0.4224832327640745
0.2416882924100186,0.0036201683035801584,0.4372736022474529
0.26333655993605115,0.012359621106210493,0.4395316088465538
0.2590980187485999,0.012037339624223275,0.4339419964739629
0.26115092519625377,0.012647087265186444,0.4432069439325215
0.26100619094643285,0.0026963532035759706,0.45836081929967176
0.2516835839503844,0.007781909007653513,0.48143730756938624
0.2689911878068827,0.012463349138693625,0.4791986666506379
0.2502546085032002,0.01923996604568014,0.49383853431326363
0.25039017301287025,0.02695085388498475,0.4916509814849817
0.2571015867984165,0.02051676694630391,0.48907888852115944
0.27079833611399456,0.021855204772570178,0.4938832639746533
0.2572856338811801,0.03025723992558183,0.5130532468926061
0.2550212313902397,0.03421248950061464,0.5112423091741153
0.26635581808317166,0.051386183898294614,0.49694851342734736
0.26912119952262537,0.049668451101542874,0.5147996040344269
0.2604563815789512,0.043271525511439035,0.5195151685599056
0.2508256375372041,0.03257013236789543,0.5422958284743342
0.2574547530354445,0.031074683099100078,0.5608536802814
0.2752312362078965,0.021190882330935332,0.5672744636526097
0.2858224165643066,0.023247484687550266,0.577647110831424
0.290216468143792,0.03595210354296062,0.5676785036187048
0.2734015727924368,0.03103945098236635,0.5713773977868076
0.2618354468245164,0.044094392541192885,0.5670649954775586
0.27092112263210044,0.04063350416933675,0.5804863540739085
0.2958029980446792,0.050500003324086024,0.5920203834275628
0.29264729886085317,0.045256747772583004,0.6033496546960484
0.2939666463014504,0.026152684133220323,0.6082596922653325
0.30323862237950727,0.04095858863978857,0.6109714408220661
0.31472351157998824,0.04874428201921856,0.6229424688570564
0.31794204852340124,0.05110399164753947,0.6244186729874474
0.3239203996679515,0.04571196826655116,0.6252446876638922
0.3078597498774559,0.047696192684752746,0.6335608917229758
0.3134980986362783,0.03598611713348305,0.6302549547514207
0.29846626119920056,0.03663155597609937,0.6433763448498
0.29205083485276745,0.04103766151241068,0.649962060754138
0.2841373020925127,0.0336901038473981,0.6592457443091637
0.29281661237167694,0.03133903532035081,0.6498013383565031
0.2989013397642333,0.026332854779388775,0.6603844671654328
0.28624549759751755,0.03792250028293735,0.668978051364921
0.2879776571500174,0.03238076357168138,0.6691996252335318
0.26042611234527885,0.04758388598995555,0.6780140743725691
0.2672251879637779,0.058037767462992114,0.6867082639406565
0.27119667246253343,0.03896450812153414,0.6912033319954696
0.2719178187931807,0.04778456696903273,0.7163772631792533
0.2554854535493359,0.05503904702937527,0.7033495364681158
0.24891418389876718,0.055624609702355624,0.7063004568663063
0.25912283912279566,0.04504584183666885,0.6959921348587609
0.2515274333225329,0.04231835646345845,0.7059751896411295
0.2556841341007107,0.05498485199754408,0.7261395546013614
0.26528660244566526,0.07129128447970005,0.7231960418953092
0.27318339693269833,0.064441592575168,0.7431097807003563
0.2651790047067957,0.07626178521540869,0.7485663467094854
0.2607156979500307,0.08026983440023013,0.7670916285697273
0.2683930687627247,0.08347057106404004,0.7764441850788558
0.2795876082936029,0.06613260883751393,0.778967124853253
0.2644120617507489,0.0759313576088557,0.7727864135818897
0.2577133519267884,0.0887706074959263,0.8052706910938431
0.26485004547651897,0.08615031558259587,0.8242700016476348
0.2594813548071389,0.08418838750320155,0.8323129197995311
0.2563020380379149,0.08904561296086405,0.8189546372603642
0.2632203490259866,0.09131468449299898,0.8172689051875808
0.2633808255575496,0.09211724950465601,0.830844065149745
0.2595188872693138,0.10525700094588365,0.8480156493322232
0.2653682604892381,0.1168040727690361,0.8442660718866868
0.27182868996371884,0.10827862442595737,0.8733980538909583
0.27046489942450486,0.12077613176769085,0.8868720933336836
0.27033510249026166,0.13202991195891825,0.8925055621200296
0.28394820955329536,0.12444163126130173,0.8919994444767967
0.29201419192207934,0.13614967844667625,0.9224323608476274
0.30265369539815123,0.12193401795507265,0.9224904996249097
0.31932172771474215,0.114338651249569,0.9304361492689703
0.3094937318424949,0.12439041083622879,0.9400601151192929
0.304675120229304,0.13487648069288627,0.94035000157656
0.3171208159442823,0.14143577978193989,0.9345369074560631
0.31428639393724456,0.15934407222298172,0.9565588544299681
0.3258487956348312,0.1600399435255363,0.9667027956453398
0.32135921003237444,0.18446289226126783,0.9667484809143314
0.3282830923083511,0.1864292474835328,0.9800411286315878
0.34421110891877016,0.17051562827574987,0.9936232346832233
0.3486362525241393,0.17594484108759031,1.0067970876148136
0.3573310257092296,0.1596353018116722,0.9922946419766596
0.3649636880152091,0.15047756964593342,0.9999128167020906
0.355554228531152,0.15937390137971028,1.00911714885159
0.33710515939724334,0.17384323053564407,1.0126376656653988
0.33271304985256717,0.16644752462084073,1.0175572218720714
0.33133472986434187,0.18004953463089368,1.036297940411017
0.32352052252163954,0.1771651346386804,1.0315780604156348
0.33412719809124897,0.17198901995163482,1.0365410061473677
0.311735097736377,0.17353714009513987,1.0373852005037243
0.31633038462071006,0.19374662985403904,1.0431758580051642
0.3133282271395954,0.19204664359787257,1.0485165348682481
0.32639986084932904,0.19150708958667859,1.070293178846873
0.33984046490451414,0.18503448037828282,1.0840173308822274
0.34549478949240997,0.18576905651441292,1.0856345352822554
0.3461090313012394,0.1898320281839445,1.0971649422586147
0.35404806928490135,0.2076615889541751,1.0989410643890112
0.3623750491501614,0.20276339706382102,1.116801315142802
0.35141844490180313,0.21061076886841257,1.1175728634072848
0.3471252708240241,0.21197269389337137,1.126496792384715
0.3511189064334589,0.195280497656711,1.123105742860585
0.3475325999871823,0.21064406412628392,1.10983314261724
0.368556775408842,0.21864857180014935,1.119708614944842
0.35251636751293974,0.22019496290521084,1.1343874425010771
0.3637984226547066,0.22748638018102207,1.1338032423955389
0.38054154992600836,0.2610712991002563,1.1295243500282668
0.38028682248696916,0.25457010155767706,1.1416998377907737
0.40453045897632844,0.24589596221552493,1.1608154170915244
0.40161157954708093,0.24158763380676004,1.1710172873569815
0.4139824455757612,0.2473494701648694,1.1853259732000194
0.4089136765554478,0.22989069644552948,1.1975340577185474
0.4043821831362825,0.22812671894850475,1.2048083185182723
0.41343551352562313,0.22677195931659966,1.2046143531405293
0.3995792467672676,0.24268629566038993,1.2220929991573133
0.4034972561409273,0.275545243166131,1.2424857948858354
0.42087608493992135,0.28533806897330766,1.2494146745524157
0.4246229690470307,0.27933450218027756,1.251949698375674
0.42741261940046443,0.276401687034073,1.2592338971858292
0.4267168083076948,0.2820357267137971,1.2616277330559742
0.4217413082969651,0.30448928131337294,1.2726573316582517
0.4141530974019419,0.30492407159448914,1.2648890860424555
0.42909514571884255,0.3176235750702354,1.2813166976647241
0.42810201726086966,0.3177366033840795,1.2847577915196484
0.41554858359242447,0.3163810203181365,1.2983120295479513
0.4054992683074028,0.31659092166176467,1.3018586521436712
0.39852312930170125,0.3161851605091207,1.3079495042271723
0.3965006836902522,0.32539738110621713,1.3089649892199264
0.39571150742770417,0.3405118409456112,1.3209664601021607
0.3909622114295914,0.3362623457715049,1.3222406827620066
0.39011476461020567,0.3353702096346369,1.323129708100436
0.37494666122137577,0.3353949283059735,1.314301911684756
0.37660822092516594,0.34738858619176266,1.3096049946589865
0.378092471155057,0.3437764695240579,1.3206054488144485
0.374264763957369,0.35280850063765073,1.3290852677878529
0.35413548299313985,0.3385823940289976,1.3422195531549879
0.3377654279582108,0.34060695644826366,1.3401770172659777
0.33306324767206297,0.34009526043533206,1.3347638154478905
0.33097327717739294,0.35353261211537945,1.3348027669735962
0.33471123642863126,0.34881403608964695,1.3210051630384578
0.3332958601225575,0.3532884462916425,1.3201037809659901
0.31424366935580056,0.3620053512594142,1.3531813256822591
0.31064065344891495,0.3668788396166572,1.339490280749243
0.3270302771415201,0.39161096377457055,1.355079452999668
0.3287616253477993,0.4014361509891342,1.3398640764422152
0.34390970762298234,0.3847971133594973,1.3564612520063715
0.3365336225199457,0.3875109929382964,1.3576173651729269
0.35718621717693666,0.40870980318506367,1.3646717413722917
0.3605677527186366,0.41726279124144294,1.377593118956978
0.36939849346705866,0.41888659821476465,1.3887789825824435
0.3740981661630406,0.42685932186033465,1.3939367259801554
0.38187813546851845,0.4361157298382197,1.3995900025352725
0.3811277691977713,0.44039637817003086,1.3972442123970006
0.3906007566074999,0.44938605796426817,1.3877510159107493
0.37311704250935185,0.44182787327119627,1.392396507089918
0.3760673694405257,0.4605089323006233,1.4141563722850603
0.38049775770905775,0.4707525125377623,1.4329840090459869
0.3678730563395308,0.47664082179316936,1.4380112912012712
0.3719042068584416,0.477199568349398,1.442176652266859
0.3653912322050999,0.47720175910022683,1.4398742716863353
0.35041388722223993,0.484363456498948,1.4247843791217434
0.3491080467950998,0.5010310319661179,1.4227943769996725
0.35023050472775064,0.49484849932922154,1.4288489142396321
0.3547842712043132,0.49933904484712677,1.4451535421954662
0.35910874270339765,0.49699000755818595,1.4469735857931265
0.36591969865746515,0.4976184220245196,1.4514952871643665
0.3734654792579884,0.49581081763538876,1.4637038709161263
0.3740392384577155,0.4803291825629106,1.463299190869564
0.37977108924834724,0.4885619446822696,1.4706695653778954
0.4022094447691532,0.48735144693038507,1.4783410333336662
0.4053450236113786,0.4815132784133636,1.4869424051494275
0.394509983311132,0.4705296948855102,1.493940566762653
0.39683571386614214,0.46833179996448887,1.5151302172272543
0.39781601765623686,0.46009294393180283,1.5220713921753226
0.3973138812318869,0.4380271397648361,1.5128783744610765
0.3960954866462087,0.44214944868516953,1.5028900121423248
0.3988430340874409,0.4473327495351195,1.4950960032413325
0.3877001578860717,0.44706649698264717,1.4977055557038932
0.3772866878531638,0.4453385915323117,1.502939953663754
0.3682535518052294,0.44233991958514096,1.5022101871825153
0.3749261056508994,0.44455960865569977,1.5194422613723237
0.36672359941322913,0.4471345694275738,1.5206071354580235
0.36097867549920815,0.44416309095069306,1.5258695845225454
0.3806458014954284,0.44926223177053076,1.539352318452738
0.38405425010279937,0.4521664025903423,1.5356597122608588
0.40516140808690687,0.44963536727881026,1.5516530928594063
0.4005389393994021,0.4605650577320864,1.570096704015629
0.39630795074738495,0.4599118780290528,1.589003303865038
0.3948797978994513,0.473334158470138,1.5892782237365866
0.4108536878362289,0.465317886626708,1.5998935052294816
0.38527526503670034,0.460884545233837,1.6059551438582926
0.38484903179504676,0.4556381501086686,1.5976472369801056
0.4039389256573874,0.46631933723322566,1.6005353145172703
0.40432997296805634,0.47486102122904683,1.5980484201233716
0.40850302892033713,0.4813452798630906,1.6126532385198242
0.3912031331066318,0.4862713062185279,1.6341681117110591
0.3781653936098072,0.48200644096322776,1.6296891727203502
0.378245988240523,0.5009201973120095,1.6246017784787987
0.38425590817019534,0.49346038764730943,1.6187413566696331
0.36849849388630773,0.4784039926199154,1.6188734770109168
0.3610350355157693,0.4881089629628952,1.6226288554925419
0.3625587742472859,0.48811280150788144,1.6140918843679997
0.344084080128394,0.4832313876726195,1.621730682211938
0.32785764134243206,0.489760705716636,1.6453495702873167
0.32279522383944625,0.48443270606924327,1.6444443410116767
0.3213198884519416,0.48600643351469647,1.6466048183443125
0.3360590339448636,0.48609299574131315,1.6469066423834569
0.3413127912496096,0.4955799194229427,1.6577142555923603
0.36035961440701836,0.5048937236005315,1.6518446437661618
0.3510705160914254,0.5103168407727109,1.6566757110238564
0.34891556826281933,0.5113540995008424,1.6852390775406711
0.35358800955541203,0.5040736444902698,1.6836165144175201
0.3552801738870145,0.5048222548383638,1.6913346665012703
0.3532825545778931,0.48913540683210777,1.6974631095290005
0.3570806316584263,0.4757494725871094,1.7037094149223604
0.37880433334789054,0.4781906175822026,1.721279176939659
0.3779923059270312,0.5060537313685242,1.725734452896178
0.3923857405094753,0.4993547872800151,1.7283168334095373
0.38990546837102297,0.4942062470088027,1.7209285907094465
0.4057936460783313,0.4929156116246305,1.7156143304518388
0.3996186731510267,0.4959782507500028,1.7293639346259988
0.40979820896485264,0.48808020105303573,1.707753510293517
0.4110045273219373,0.48455422401198506,1.713916681901724
0.4153507381874509,0.48487807963341584,1.7089296686766944
0.402302642445327,0.4864357846731067,1.7254173299696196
0.4150104141984639,0.48743473616607674,1.7196537368690525
0.400889230069857,0.4971825324528629,1.7419303187576252
0.40329604910790484,0.49959948116539676,1.7318444013723244
0.40407078108971056,0.5176324074626818,1.7469387450873872
0.4058870037247986,0.5261385951630294,1.7768572346382412
0.3966019242779497,0.5354540404539141,1.7699666514054457
0.3846977266630131,0.5439347562135409,1.7721905191383143
0.38605245930056276,0.5328108525956574,1.786642569332982
0.38140677434335823,0.5370870068327875,1.788393630450066
0.37779680777788516,0.5397191926181479,1.7996679892136247
0.3739072004560069,0.5574721660914925,1.787500931189197
0.3715995421173473,0.5518806141168284,1.7853121116874209
0.3754581849166514,0.5593300358748108,1.806755217871979
0.3989918980220893,0.5643288528379077,1.8103601636268816
0.3983546549496275,0.5671435189141044,1.8210979817374895
0.40514315678779633,0.573903249935571,1.828730976235133
0.40265775167536444,0.5691532107737404,1.8541013620577473
0.41839154616835234,0.571202282771415,1.848087296251252
0.4081545819961645,0.5699259776205212,1.8492458577200086
0.40960407834152107,0.5913717857781842,1.8603696639991074
0.4131850249670868,0.5835496798206075,1.8479119971609292
0.4134418895204312,0.594897985619761,1.8617791361465104
0.4080693687401538,0.5939076366171631,1.8590974326155687
0.39962591581776025,0.6093082767186654,1.8583941986957604
0.4053088877939679,0.6245923465552691,1.8813947656378305
0.3981182164612111,0.6246724610368196,1.8758178614450016
0.3939151182323823,0.6340960675496446,1.9010575475289335
0.38085388739356063,0.6317633743691453,1.9001502502617833
0.3818046052480539,0.6475400016608154,1.9081491356458729
0.3841478941755191,0.6575363690435853,1.905158196053885
0.3839040784009255,0.6497314593326038,1.8960926813194792
0.39276526746999896,0.6377881133844792,1.919356794423441
0.40115268920544633,0.655891369705541,1.9263847894879356
0.3963255160477752,0.6769219310695318,1.9272857615677341
0.3819064205455902,0.6822200047213586,1.9146783295492078
0.3938659785239321,0.6741612319519233,1.9121270375752057
0.3926252873142376,0.6994913399234163,1.9174770853165797
0.37568899820026747,0.7036051044866055,1.9144108917119709
0.36414477178077514,0.6949005493582607,1.9249604354540046
0.38003204258292533,0.7020458554043641,1.9282010164348244
0.3743646281080763,0.700883261318129,1.9510318682117274
0.3753698747100305,0.7047392710899048,1.9634524371861488
0.3746934963815823,0.7147695862559639,1.970724308738111
0.3742530445818433,0.7300231752021564,1.982527284946066
0.3696800250255973,0.7394167083038532,1.993788574345281
0.3943846397597979,0.7374330703742268,2.0131397026224027
0.38920928223099727,0.7332786717362324,2.021890128547538
0.3722638806004662,0.7398703720647825,2.0424942646992315
0.3708597811501432,0.7435811357910956,2.050419994083847
0.3749109988895562,0.7368420005243892,2.0527598778873366
0.3669317053890685,0.7512894441221087,2.0639112822391015
0.36371267256932327,0.7458130378617835,2.073476525973063
0.3610942476989293,0.7525764936362703,2.0687720915505583
0.3578716215860872,0.7447469799657502,2.088473881061884
0.3482308820735357,0.7341898082524304,2.081974007641927
0.3627792928766198,0.7500463017525724,2.0890324014778434
0.35416552454750155,0.7753526158141852,2.086255161665398
0.34936889400407084,0.796191122467259,2.086352202954902
0.35049597730061366,0.8070987883660393,2.0993150915988816
0.36881833500736305,0.8138147535564504,2.1232769496874577
0.37698913313272236,0.8332617667610471,2.109325535992393
0.37257304179190465,0.8360043949280783,2.11005720293642
0.3716886853488638,0.8403658345238787,2.122505402460381
0.36448334076074707,0.8449186813727898,2.1239052737980146
0.36776592812190273,0.8474074478627689,2.1247814633689313
0.3549536372277291,0.8333465737946802,2.131536718485288
0.3670358434123161,0.8354980304154526,2.133148858878509
0.3509739448175603,0.8302300251263948,2.1461993719518264
0.32494676971504033,0.8431061476670343,2.1522000707242093
0.32202083143147936,0.8401142643162068,2.164515898542706
0.32016984332285536,0.828292717297826,2.1610941757381346
0.3290241671954294,0.8364265680079459,2.167809942961878
0.3222887816865954,0.8549798707782749,2.1855847208472445
0.33704060973331956,0.8571240838549998,2.2002972391478384
0.3387638410540438,0.8472351250074763,2.205312340236267
0.3512442541670923,0.8333697833170874,2.2156364949357865
0.3481082413813994,0.8489765267545506,2.2145163545504154
0.3390277879684003,0.8413789222025649,2.2102588384788526
0.3300834266168187,0.837978032606044,2.209548649030105
0.33568170749788606,0.8371214992508378,2.2043236011415215
0.3274499588168572,0.8502420848030655,2.2088338514389974
0.334147234036398,0.8624261060315488,2.202353978301045
0.31323297181201754,0.8619865307822188,2.197499200978599
0.31510678681376636,0.8635853305463109,2.188996104510931
0.3348019298970089,0.8626792626597679,2.197796798409656
0.32724438481231716,0.8686095202049828,2.1889698803020767
0.3396498402950452,0.8694732704983555,2.1989735395502463
0.33859593802941235,0.8620522219212425,2.2036115204544173
0.3257897368402653,0.8687499819802849,2.2211129358005346
0.33088555379601253,0.8730303590728383,2.242360637577842
0.33456307564987203,0.8797349651960406,2.2584294956888438
0.3390843361260983,0.8980627164378856,2.258832371858903
